City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
367,sovetskaya gavan',48.9723,140.2878,3.39,99,100,3.43,RU,1714966461
368,sisimiut,66.9395,-53.6735,-9.18,89,62,3.86,GL,1714966461
369,sao jose da coroa grande,-8.8978,-35.1478,26.53,84,32,4.12,BR,1714966461
370,nouadhibou,20.931,-17.0347,17.99,88,18,7.2,MR,1714966461
371,rio grande,-32.035,-52.0986,23.06,98,84,3.99,BR,1714966461
372,warah,27.4481,67.7978,38.05,17,0,2.08,PK,1714966461
373,les cayes,18.2,-73.75,25.75,79,66,2.13,HT,1714966461
374,p'ot'i,42.1462,41.672,12.05,88,100,1.67,GE,1714966461
375,sedhiou,12.7081,-15.5569,24.12,56,0,2.0,SN,1714966462
376,nizhnyaya poyma,56.1622,97.1933,21.41,44,92,5.77,RU,1714966462
377,huayin,34.5675,110.0921,24.66,50,0,2.98,CN,1714966462
378,ocean shores,46.9737,-124.1563,10.01,93,100,5.14,US,1714966348
379,kerema,-7.9631,145.7785,28.75,83,64,2.84,PG,1714966462
380,hadibu,12.65,54.0333,29.56,74,93,2.47,YE,1714966462
381,basco,20.4487,121.9702,29.02,74,90,3.43,PH,1714966462
382,namibe,-15.1961,12.1522,22.53,70,5,2.67,AO,1714966462
383,ponta delgada,37.7333,-25.6667,18.44,94,75,4.12,PT,1714966462
384,tofol,5.3248,163.0078,28.88,84,100,5.14,FM,1714966462
385,avrig,45.7167,24.3833,7.56,77,29,0.78,RO,1714966463
386,malangali,-8.5667,34.85,17.28,90,89,3.21,TZ,1714966463
387,penha,-26.7694,-48.6458,24.38,94,100,0.0,BR,1714966256
388,grand-lahou,5.1367,-5.0242,27.08,84,41,2.66,CI,1714966463
389,acapulco de juarez,16.8634,-99.8901,26.9,83,20,3.09,MX,1714966388
390,kimbe,-5.5502,150.1429,27.96,88,100,0.96,PG,1714966463
391,mundri,-6.9558,111.71,29.28,62,13,3.62,ID,1714966463
392,tamanrasset,22.785,5.5228,24.95,29,20,6.17,DZ,1714966463
393,dossor,47.5272,52.9811,12.24,49,81,2.74,KZ,1714966463
394,batticaloa,7.7102,81.6924,31.05,69,76,3.04,LK,1714966463
395,susuman,62.7833,148.1667,0.55,61,83,1.34,RU,1714966463
396,charters towers,-20.1,146.2667,28.61,37,75,4.46,AU,1714966464
397,queenstown,-31.8976,26.8753,13.19,43,1,2.94,ZA,1714966464
398,sakaraha,-22.9,44.5333,16.95,67,0,2.19,MG,1714966464
399,west bay,19.3667,-81.4167,28.04,83,20,4.63,KY,1714966464
400,banyo,6.75,11.8167,20.3,78,26,0.94,CM,1714966464
401,yarmouth,41.7057,-70.2286,9.52,94,100,3.6,US,1714966464
402,beyneu,45.3167,55.2,17.18,49,100,1.94,KZ,1714966464
403,abong mbang,3.9833,13.1833,20.73,90,37,0.61,CM,1714966464
404,george town,5.4112,100.3354,32.97,62,20,3.09,MY,1714966062
405,fortuna,40.5982,-124.1573,10.92,84,75,0.0,US,1714966465
406,egilsstadir,65.2653,-14.3948,3.95,75,75,5.14,IS,1714966465
407,hede,33.7681,120.2517,21.74,62,55,5.72,CN,1714966465
408,vallenar,-28.5708,-70.7581,15.33,53,1,0.44,CL,1714966465
409,sumbe,-11.2061,13.8437,24.39,78,1,2.16,AO,1714966465
410,hermanus,-34.4187,19.2345,13.88,74,28,4.7,ZA,1714966465
411,mogocha,53.7333,119.7667,18.57,18,54,2.43,RU,1714966465
412,shenkursk,62.1091,42.896,-0.86,52,13,3.99,RU,1714966465
413,'ain deheb,34.8422,1.547,16.34,25,32,2.93,DZ,1714966465
414,pama,11.2497,0.7075,29.74,59,18,4.09,BF,1714966465
415,walvis bay,-22.9575,14.5053,12.53,94,0,1.03,NA,1714966466
416,eureka,40.8021,-124.1637,11.07,82,92,0.45,US,1714966466
417,mersa matruh,31.3525,27.2453,19.11,63,40,3.6,EG,1714966466
418,lillehammer,61.1146,10.4674,7.98,90,100,1.45,NO,1714966466
419,bayganin,48.6947,55.8742,9.64,54,100,3.51,KZ,1714966466
420,lompoc,34.6391,-120.4579,12.1,72,0,6.17,US,1714966466
421,madimba,-10.4,40.3333,23.79,93,49,3.9,TZ,1714966466
422,samus',56.7475,84.6992,10.62,42,28,6.9,RU,1714966466
423,coahuayana de hidalgo,18.7,-103.6583,21.5,91,100,1.05,MX,1714966466
424,ariquemes,-9.9133,-63.0408,24.7,90,100,0.29,BR,1714966203
425,arkhangel'sk,64.5401,40.5433,-0.94,86,40,3.0,RU,1714966466
426,tilisarao,-32.7329,-65.2911,11.84,83,2,0.34,AR,1714966466
427,villa gesell,-37.2639,-56.973,17.25,94,100,4.93,AR,1714966467
428,gananoque,44.3334,-76.1661,14.7,88,100,2.56,CA,1714966064
429,freeport,40.6576,-73.5832,12.51,90,100,1.54,US,1714966467
430,byron bay,-28.65,153.6167,22.06,73,60,6.84,AU,1714966467
431,quatre cocos,-20.2078,57.7625,24.06,67,10,7.09,MU,1714966467
432,copala,16.65,-98.9833,25.98,73,17,0.43,MX,1714966467
433,mamboma,8.0833,-11.6833,24.24,96,100,0.79,SL,1714966467
434,trelew,-43.249,-65.3051,8.0,39,82,5.09,AR,1714966203
435,menongue,-14.6585,17.691,11.91,57,0,2.27,AO,1714966467
436,bereznik,62.8551,42.7072,-0.64,58,14,3.02,RU,1714966467
437,amahai,-3.3333,128.9167,26.7,86,82,2.44,ID,1714966468
438,forio,40.7342,13.8646,14.85,70,5,2.25,IT,1714966468
439,bay city,43.5945,-83.8889,13.0,79,0,3.09,US,1714966468
440,ambodifotatra,-16.9833,49.85,23.03,94,100,8.23,MG,1714966468
441,kil,59.5072,13.314,6.94,87,100,4.63,SE,1714966468
442,cockburn town,21.4612,-71.1419,25.37,85,95,9.63,TC,1714966468
443,nadym,65.5333,72.5167,-3.91,88,97,8.71,RU,1714966468
444,mount gambier,-37.8333,140.7667,17.95,49,0,4.5,AU,1714966468
445,bauchi,10.5,10.0,26.78,55,99,0.43,NG,1714966468
446,mana,5.6592,-53.7767,26.89,84,79,5.29,GF,1714966468
447,tazacorte,28.629,-17.9293,18.54,77,40,5.14,ES,1714966469
448,cadale,2.7603,46.3222,27.63,80,100,5.58,SO,1714966469
449,harnosand,62.6323,17.9379,3.01,78,64,6.6,SE,1714966469
450,beloyarskiy,63.7119,66.6722,-2.78,88,84,1.79,RU,1714966469
451,sao miguel do araguaia,-13.275,-50.1628,23.43,61,73,1.96,BR,1714966469
452,jinji,23.2281,110.8261,24.8,89,100,3.16,CN,1714966470
453,corinto,37.9407,22.9573,14.59,61,0,1.46,GR,1714966470
454,patrocinio,-18.9439,-46.9925,16.47,76,15,2.44,BR,1714966470
455,bardai,11.65,7.2333,25.44,63,56,4.87,NG,1714966470
456,greymouth,-42.4667,171.2,12.44,66,94,0.99,NZ,1714966470
457,douentza,14.9951,-2.9517,31.0,19,27,1.01,ML,1714966470
458,kota bharu,6.1333,102.2386,33.97,52,20,2.57,MY,1714966470
459,valentin gomez farias,28.2167,-106.5833,20.16,11,94,9.71,MX,1714966471
460,sabha,27.0377,14.4283,23.3,23,92,4.71,LY,1714966471
461,troitskiy,57.0603,63.7481,5.14,46,32,4.97,RU,1714966471
462,tozkhurmato,34.8905,44.6299,23.75,39,86,6.96,IQ,1714966471
463,jiwani,25.05,61.7417,29.22,69,0,7.68,PK,1714966471
464,chibougamau,49.9168,-74.3659,5.79,93,40,1.03,CA,1714966471
465,lycksele,64.5954,18.6735,-0.07,80,75,0.0,SE,1714966471
466,aydarken,39.9443,71.3429,12.24,54,19,1.27,KG,1714966471
467,hagere selam,6.4833,38.5167,11.05,90,92,1.17,ET,1714966471
468,ciudad bolivar,8.1222,-63.5497,28.83,68,98,5.22,VE,1714966472
469,tome acu,-2.4189,-48.1522,23.87,99,99,1.07,BR,1714966472
470,antofagasta,-23.65,-70.4,14.6,88,45,2.52,CL,1714966210
471,drayton valley,53.2168,-114.9854,7.19,79,100,4.57,CA,1714966472
472,geraldton,-28.7667,114.6,22.23,53,0,4.63,AU,1714966472
473,guerrero negro,27.9769,-114.0611,15.76,84,16,8.78,MX,1714966472
474,sanctuary point,-35.1114,150.629,19.86,57,58,6.28,AU,1714966472
475,makarov,48.6333,142.8,1.04,98,100,6.29,RU,1714966472
476,shar,49.5886,81.0453,10.28,59,100,4.06,KZ,1714966472
477,watsa,3.0372,29.5355,18.21,95,83,1.03,CD,1714966472
478,jiangyou,31.7667,104.7167,26.47,47,57,3.08,CN,1714966473
479,morpeth,55.1676,-1.6912,11.94,100,75,1.03,GB,1714966473
480,hamilton,39.1834,-84.5333,20.05,85,20,0.0,US,1714965974
481,vuktyl,63.8567,57.3094,-4.38,96,68,1.34,RU,1714966473
482,awjilah,29.1081,21.2869,15.91,58,0,3.25,LY,1714966473
483,vila franca do campo,37.7167,-25.4333,18.27,99,100,3.66,PT,1714966473
484,port macquarie,-31.4333,152.9167,17.16,85,91,8.69,AU,1714966385
485,pierre,44.3683,-100.351,15.48,59,0,7.72,US,1714966473
486,ambon,-3.6954,128.1814,28.08,83,40,1.03,ID,1714966473
487,kapa'a,22.0752,-159.319,27.99,79,40,8.75,US,1714966474
488,kruisfontein,-34.0033,24.7314,14.79,54,0,3.47,ZA,1714966474
489,gouloure,12.2306,-1.9289,32.85,53,91,3.79,BF,1714966474
490,prince rupert,54.3161,-130.3201,6.83,93,100,6.69,CA,1714966474
491,santana,-0.0583,-51.1817,27.1,89,0,1.54,BR,1714966474
492,scone,56.4194,-3.4051,12.38,80,100,0.73,GB,1714966474
493,mount isa,-20.7333,139.5,27.87,30,35,5.14,AU,1714966474
494,san andres,12.5847,-81.7006,29.01,79,20,4.12,CO,1714966442
495,darhan,49.4867,105.9228,20.35,26,99,1.11,MN,1714966474
496,ivolginsk,51.7492,107.2837,16.81,42,86,4.0,RU,1714966474
497,tarko-sale,64.9225,77.785,-3.24,92,100,9.45,RU,1714966474
498,yanam,16.7333,82.2167,36.91,44,10,3.49,IN,1714966475
499,niebull,54.7866,8.8285,10.03,91,100,4.57,DE,1714966475
500,kingston,17.997,-76.7936,28.53,74,40,6.69,JM,1714966192
501,mhangura,-16.8939,30.1683,13.47,80,6,1.13,ZW,1714966458
502,hammerfest,70.6634,23.6821,-0.75,74,100,3.6,NO,1714966475
503,saldanha,-33.0117,17.9442,14.03,88,94,7.2,ZA,1714966475
504,salavan,15.7167,106.4167,39.57,31,9,0.71,LA,1714966475
505,kindu,-2.95,25.95,20.91,85,16,0.97,CD,1714966475
506,mount pearl,47.5166,-52.7813,0.19,93,0,4.63,CA,1714966475
507,porto velho,-8.7619,-63.9039,26.03,94,20,1.03,BR,1714965947
508,yevpatoriya,45.1972,33.3558,11.08,58,1,2.21,UA,1714966476
509,barclayville,4.6797,-8.2339,26.53,88,80,1.87,LR,1714966476
510,longquan,24.6719,102.1613,23.78,43,89,3.31,CN,1714966476
511,tezu,27.9167,96.1667,30.18,32,95,1.66,IN,1714966476
512,szydlowiec,51.2282,20.8611,14.18,91,86,3.53,PL,1714966476
513,nadi,-17.8,177.4167,30.0,74,75,6.17,FJ,1714966476
514,port blair,11.6667,92.75,34.02,62,40,1.54,IN,1714966476
515,coquimbo,-29.9533,-71.3436,11.85,82,0,2.06,CL,1714966007
516,trondheim,63.4305,10.3951,8.03,84,16,4.99,NO,1714966476
517,tyazhinskiy,56.116,88.524,9.92,62,100,7.26,RU,1714966476
518,lihue,21.9789,-159.3672,27.58,73,40,8.75,US,1714966477
519,ust'-kulom,61.6864,53.6902,1.36,71,100,3.38,RU,1714966477
520,kerikeri,-35.2268,173.9474,18.84,83,67,0.89,NZ,1714966477
521,pirane,-25.7324,-59.1088,21.46,89,0,2.64,AR,1714966255
522,seydi,39.4816,62.9137,22.32,42,4,5.14,TM,1714966477
523,vershino-darasunskiy,52.35,115.5167,14.62,37,54,0.78,RU,1714966477
524,woolgoolga,-30.1106,153.2007,20.93,67,32,7.13,AU,1714966477
525,pedra azul,-16.0053,-41.2972,17.27,97,0,1.18,BR,1714966477
526,dewas,22.9667,76.0667,30.1,28,31,5.74,IN,1714966477
527,kayyerkan,69.3786,87.7439,-5.39,77,100,2.04,RU,1714966477
528,saint-francois,46.4154,3.9054,12.03,95,100,3.09,FR,1714966478
529,haimen,23.1935,116.6142,30.94,69,100,0.76,CN,1714966478
530,selebi-phikwe,-21.979,27.8498,13.37,52,0,0.97,BW,1714966478
531,boa vista,2.8197,-60.6733,27.99,89,40,1.54,BR,1714966478
532,vol'sk,52.0333,47.3833,10.4,72,44,6.28,RU,1714966478
533,el granada,37.5027,-122.4694,12.19,77,0,9.77,US,1714966478
534,mandera,3.9366,41.867,26.92,76,81,3.14,KE,1714966478
535,oum hadjer,13.2954,19.6966,29.53,13,1,3.73,TD,1714966478
536,kristiansund,63.1115,7.732,8.36,81,75,2.06,NO,1714966478
537,kirillov,59.863,38.3813,-2.79,65,17,2.98,RU,1714966478
538,uray,60.1247,64.7758,1.6,55,18,2.68,RU,1714966479
539,villa de arista,22.65,-100.8333,28.45,67,65,6.19,MX,1714966479
540,onega,63.9061,38.1404,-1.22,81,81,2.89,RU,1714966479
541,necochea,-38.5473,-58.7368,14.1,49,100,3.97,AR,1714966479
542,banda aceh,5.5577,95.3222,30.8,68,73,1.81,ID,1714966479
543,huarmey,-10.0681,-78.1522,19.96,88,79,4.19,PE,1714966479
544,pisogne,45.8101,10.1073,16.34,88,98,0.57,IT,1714966479
545,lospalos,-8.5186,127.0025,26.58,73,39,5.58,TL,1714966479
546,skovorodino,53.9833,123.9167,18.82,22,58,2.48,RU,1714966479
547,mangrol,21.1167,70.1167,29.16,69,5,5.42,IN,1714966479
548,okhotsk,59.3833,143.3,4.43,76,36,3.38,RU,1714966479
549,puerto san jose,13.9256,-90.8244,29.15,73,73,1.33,GT,1714966480
550,mariehamn,60.0973,19.9348,6.92,57,0,3.09,AX,1714966480
551,tambopata,-12.7333,-69.1833,23.96,92,14,0.78,PE,1714966480
552,la sarre,48.8002,-79.1996,6.61,88,79,2.62,CA,1714966480
553,kermit,31.8576,-103.0927,23.91,69,0,9.77,US,1714966381
554,revda,56.801,59.9303,3.38,78,100,4.78,RU,1714966480
555,horta,38.5333,-28.6333,17.79,96,100,8.05,PT,1714966480
556,bel ombre,-4.6167,55.4167,25.91,89,75,7.72,SC,1714966480
557,tadine,-21.55,167.8833,23.66,55,85,6.19,NC,1714966480
558,as sulayyil,20.4607,45.5779,26.14,44,1,2.89,SA,1714966481
559,targuist,34.9377,-4.3186,13.75,69,100,1.6,MA,1714966481
560,kosh-agach,50.0,88.6667,14.06,22,97,0.89,RU,1714966481
561,antsiranana,-12.2787,49.2917,25.01,74,11,7.04,MG,1714966481
562,anjar,23.1333,70.0167,32.97,34,0,6.03,IN,1714966481
563,sarangani,5.4033,125.4636,28.56,73,91,3.37,PH,1714966481
564,pandan,14.0453,124.1694,30.89,58,67,5.5,PH,1714966481
565,san rafael,-34.6177,-68.3301,10.44,66,1,2.86,AR,1714966481
566,weyburn,49.6668,-103.8511,15.12,47,100,7.72,CA,1714966481
567,brookings,44.3114,-96.7984,13.99,68,0,5.66,US,1714966347
568,panaba,21.2833,-88.2667,26.44,76,0,5.4,MX,1714966482
569,cole harbour,44.6724,-63.4751,5.71,89,100,3.09,CA,1714966482
570,guantanamo,20.1444,-75.2092,26.76,91,9,1.7,CU,1714966482
571,foiano della chiana,43.2556,11.8153,11.47,79,69,1.95,IT,1714966482
572,jieyang,23.5289,116.3642,30.96,62,100,1.17,CN,1714966482
573,hizan,38.2257,42.4278,6.6,93,97,1.68,TR,1714966482
574,brantford,43.1334,-80.2664,14.4,61,87,3.27,CA,1714966482
575,esperantina,-3.9017,-42.2336,23.26,96,100,0.42,BR,1714966482
576,dedovichi,57.5517,29.9502,1.76,74,14,3.4,RU,1714966483
577,natal,-5.795,-35.2094,25.36,94,20,2.57,BR,1714966133
578,kuraymah,18.55,31.85,27.11,17,0,4.95,SD,1714966483
579,margate,51.3813,1.3862,12.72,87,24,2.73,GB,1714966483
580,okahandja,-21.9833,16.9167,12.82,36,0,3.94,NA,1714966483
581,ballina,-28.8667,153.5667,22.1,75,88,7.52,AU,1714966483
582,jianguang,28.1938,115.7836,25.1,66,94,1.56,CN,1714966483
583,kibakwe,-6.7167,36.3667,17.94,97,98,1.11,TZ,1714966483
584,noumea,-22.2763,166.4572,26.67,99,62,7.31,NC,1714966483
